row_id,sent_id,text,aspects,polarity,opinion_sample
673,673_0,"Preclinical data presented at AACR reported that the NPRL2 treatment by itself led to a marked decrease in the size of lung metastases but pembrolizumab had no effect, noted April 9, 2024.",clinical,POS,data presented at AACR
676,676_0,"Phase 3 trial met its primary endpoint, noted April 9, 2024.","endpoint,phase",POS,met
677,677_0,"Phase 2 data presented at AACR reported that in patients with untreated limited-stage SCLC, tislelizumab + cCRT yielded a trend of improvement in PFS and ORR vs cCRT; addition of ociperlimab did not s","endpoint,phase,clinical",POS,data presented at AACR
678,678_0,Phase 1a data presented at AACR reported that BGBâ€‘10188 + tislelizumab showed preliminary antitumor activity and was generally safe and tolerable across doses in this heavily pretreated population of,clinical,POS,data presented at AACR
679,679_0,"Phase 1 data presented at AACR reported that selective targeting of EP300 with targeted protein degradation is a safe and effective treatment strategy for advanced tumors, noted April 9, 2024.","phase,clinical",POS,data presented at AACR
681,681_0,Phase 1/2a trial shared at AACR reported that two of 12 patients achieved stable disease (SD): one patient from Dose level 1 (50 mg) who progressed on Day 112 and one patient from Dose level 3 (200 mg,"sample,phase",POS,achieved
682,682_0,"Preclinical data presented at AACR reported that nab-sirolimus enhanced the cytotoxic effects of fulvestrant in HR+ breast cancer cells and PI3Ki in both HR+ and HR- breast cancer cells, noted April 1",clinical,POS,data presented at AACR
686,686_0,Phase 1 demonstrated clinically meaningful and statistically significant improvements from baseline in mean sleep latency compared to placebo at all doses tested in both narcolepsy type 2 and idiopath,phase,POS,statistically significant
687,687_0,"Preclinical data presented at AACR reported that treatment was highly potent across multiple human tumor cell lines and patient-derived ex vivo tumor models, noted April 10, 2024.",clinical,POS,data presented at AACR
691,691_0,"Phase 1 trial preliminary results presented at AACR reported that BNT116 + DTX shows encouraging antitumor activity, consistent induction of immune responses, a manageable safety profile, and no signs","safety,phase,clinical",POS,manageable safety
692,692_0,"Phase 1 trial preliminary results presented at AACR reported that BNT116 + DTX shows encouraging antitumor activity, consistent induction of immune responses, a manageable safety profile, and no signs","safety,phase,clinical",POS,manageable safety
695,695_0,"Preclinical data presented at AACR reported that in robust tumor control, leading to significant prolongation of survival in AML xenograft models, noted April 10, 2024.",clinical,POS,data presented at AACR
696,696_0,"Phase 1b/2a 240mg data presented at the World Congress of Nephrology showed that treatment continues to be well tolerated in IgA nephropathy, with UPCR reductions of greater than 60% observed at 36 we","safety,phase",POS,well tolerated
697,697_0,"Phase 1b/2a 240mg data presented at the World Congress of Nephrology showed that treatment continues to be well tolerated in IgA nephropathy, with UPCR reductions of greater than 60% observed at 36 we","safety,phase",POS,well tolerated
699,699_0,Phase 2 treatment resulted in statistically significant body composition improvement in men Increased lean mass (LM) by 4.4% and decreased fat mass (FM) by 6.7%.,phase,POS,statistically significant
700,700_0,"Fast track designation granted by the FDA, noted April 11, 2024.",regulatory,POS,Fast track
705,705_0,"FDA approved on April 11, 2024.",regulatory,POS,FDA approved
707,707_0,Phase 3 did not meet pre-defined stopping criteria at the interim analysis; Marinus has completed RAISE enrollment at approximately 100 patients with topline results expected summer 2024.,"sample,phase,clinical",NEG,did not meet
708,708_0,Phase 3 did not meet pre-defined stopping criteria at the interim analysis; Marinus has completed RAISE enrollment at approximately 100 patients with topline results expected summer 2024.,"sample,phase,clinical",NEG,did not meet
711,711_0,"Phase 2 enrollment completed, noted April 15, 2024.","phase,enrollment",POS,enrollment completed
715,715_0,"Phase 3 data show clinically meaningful and statistically significant proteinuria reduction of 38.3% versus placebo, noted April 15, 2024.","effect,phase",POS,statistically significant
716,716_0,"Phase 3 data presented at AAN reported that 67% of patients treated with VYVGART Hytrulo demonstrated evidence of clinical improvement (ECI), including 40% who had achieved ECI by the earliest possibl",phase,POS,achieved
717,717_0,"Phase 3 data presented at AAN reported that 67% of patients treated with VYVGART Hytrulo demonstrated evidence of clinical improvement (ECI), including 40% who had achieved ECI by the earliest possibl",phase,POS,achieved
718,718_0,"Phase 3 data presented at AAN reported that 67% of patients treated with VYVGART Hytrulo demonstrated evidence of clinical improvement (ECI), including 40% who had achieved ECI by the earliest possibl",phase,POS,achieved
719,719_0,"Phase 3 topline results for the 42 mg Cohort achieved statistically significant and clinically meaningful results in both the primary and the key secondary endpoints, noted April 16, 2024.","endpoint,phase,financial,clinical",POS,achieved
720,720_0,"Phase 2 enrollment completed, noted April 16, 2024.","phase,enrollment",POS,enrollment completed
723,723_0,"Phase 1 dosing initiated, noted April 16, 2024.","phase,clinical",POS,dosing initiated
724,724_0,"Phase 1 additional data presented at AAN demonstrated a favorable safety and tolerability profile in participants with early AD with a relatively low incidence of ARIA-E, noted April 16, 2024.","safety,phase",POS,favorable safety
725,725_0,"Preclinical approval has been received from an independent third-party ethics review board, for human pilot study #2, noted April 16, 2024.",regulatory,POS,approval
728,728_0,"FDA approved on April 16, 2024.",regulatory,POS,FDA approved
729,729_0,"FDA approved on April 16, 2024.",regulatory,POS,FDA approved
730,730_0,"Phase 2 data did not show statistically significant differences versus placebo on the primary endpoint , noted April 17, 2024.","endpoint,phase",POS,statistically significant
731,731_0,"Phase 2 data did not show statistically significant differences versus placebo on the primary endpoint , noted April 17, 2024.","endpoint,phase",POS,statistically significant
736,736_0,"Phase 1a dosing initiated, noted April 17, 2024.",clinical,POS,dosing initiated
743,743_0,"Phase 3 trial met its primary endpoint, noted April 18, 2024.","endpoint,phase",POS,met
747,747_0,"Phase 1 data presented at AACR results suggest that SBP-101 in combination with doxorubicin may have a role in the clinical management of ovarian cancer, in particular the difficult to treat platinum-","phase,clinical",POS,data presented at AACR
749,749_0,"IND Cleared by the FDA, noted April 18, 2024.",regulatory,POS,Cleared by the FDA
750,750_0,"Phase 3 showed that upadacitinib (RINVOQ; 15 mg, once daily) in combination with a 26-week steroid taper regimen achieved its primary endpoint of sustained remissiona from week 12 through week 52, not","endpoint,phase",POS,achieved
751,751_0,Phase 2b data presented at AAN reported that PrimeC met safety and tolerability measures as well as statistically significant slowing of disease progression as demonstrated by the ALSFRS-R by 37% (p=0,"pvalue,safety,phase",POS,met
752,752_0,"Phase 1 data presented at AAOM resulted in no treatment-related serious adverse events or dose-limiting toxicities were reported, and all participants completed the study, noted April 18, 2024.","safety,phase",NEG,serious adverse events
753,753_0,"Additional Phase 1/2a met its primary endpoint, noted April 18, 2024.","endpoint,phase",POS,met
754,754_0,"Additional Phase 1/2a met its primary endpoint, noted April 18, 2024.","endpoint,phase",POS,met
755,755_0,"FDA Approved by the FDA, noted April 18, 2024.",regulatory,POS,FDA Approved
758,758_0,"IND cleared by the FDA, noted April 22, 2024",regulatory,POS,cleared by the FDA
759,759_0,"Phase 1 dosing initiated, noted April 22, 2024.","phase,clinical",POS,dosing initiated
761,761_0,"Phase 3 additional results exhibited clinically meaningful and statistically significant improvements in hypertension, hyperglycemia and other key secondary and exploratory endpoints, noted April 22,","phase,financial",POS,statistically significant
763,763_0,"CRL issued by the FDA, noted April 22, 2024.",regulatory,NEG,CRL
767,767_0,"Approved April 22, 2024.",catalyst,POS,Approved
771,771_0,"Phase 2 study met its primary and key secondary endpoints, demonstrating that once-daily, oral administration of NBI-1065845 produced a statistically significant change from baseline in Montgomery Ã...sb","endpoint,phase,financial",POS,met
772,772_0,"Phase 2 study met its primary and key secondary endpoints, demonstrating that once-daily, oral administration of NBI-1065845 produced a statistically significant change from baseline in Montgomery Ã...sb","endpoint,phase,financial",POS,met
776,776_0,"FDA approved on April 23, 2024.",regulatory,POS,FDA approved
777,777_0,"FDA Approved on April 23, 2024.",regulatory,POS,FDA Approved
778,778_0,"IND cleared by the FDA, noted April 24, 2024.",regulatory,POS,cleared by the FDA
779,779_0,"Phase 3 trial met its primary endpoint, with results demonstrating therapeutic equivalence between AVT05 and Simponi.","endpoint,phase",POS,met
780,780_0,"Phase 2b enrollment completed, noted November 9, 2023.","phase,enrollment",POS,enrollment completed
784,784_0,"FDA Approved, noted April 24, 2024.",regulatory,POS,FDA Approved
787,787_0,"Phase 1 data reported that treatment was generally well tolerated up to and including the highest planned dose level, and there were no serious adverse events, noted April 24, 2024.","safety,phase",NEU,well tolerated
790,790_0,"Phase 2a data reported that treatment demonstrated a statistically significant improvement in reaction time compared to placebo and caffeine in sleep-deprived study participants, noted April 25, 2024.","phase,clinical",POS,statistically significant
791,791_0,"Trial met both primary endpoints, noted April 25, 2024.",endpoint,POS,met
794,794_0,"Phase 2 enrollment completed, noted April 25, 2024.","phase,enrollment",POS,enrollment completed
795,795_0,"Phase 1 data presented at ECCMID showed that single (up to 2000 mg) and multiple (up to 800 mg Q12 for 7 days) doses of this potent, pan-coronavirus protease inhibitor were well tolerated in healthy v","safety,phase",POS,well tolerated
797,797_0,"Approval announced April 26, 2024.",regulatory,POS,Approval
798,798_0,"Approved for updated label on (bictegravir 50 mg/emtricitabine 200 mg/tenofovir alafenamide 25 mg tablets, B/F/TAF) to treat pregnant people with HIV-1 (PWH) with suppressed viral loads, noted April 2",catalyst,POS,Approved
799,799_0,Phase 2a data presented at ESCMID reported that well tolerated and demonstrated statistically significant antiviral effects when administered as a single subcutaneous dose in healthy volunteers challe,"safety,phase",POS,statistically significant
800,800_0,Phase 2a data presented at ESCMID reported that well tolerated and demonstrated statistically significant antiviral effects when administered as a single subcutaneous dose in healthy volunteers challe,"safety,phase",POS,statistically significant
801,801_0,"Phase 2 data presented at ESCMID reported that the EDP-235 400 mg arm achieved greater mean change in TSS compared with the placebo arm at all time points, noted April 27, 2024.",phase,POS,achieved
802,802_0,"Phase 3 data reported statistically significant and clinically meaningful improvement in progression-free survival (PFS) compared to standard-of-care chemotherapy, noted April 29, 2024","endpoint,phase",POS,statistically significant
803,803_0,"FDA Approved on April 29, 2024.",regulatory,POS,FDA Approved
804,804_0,"Approved April 29, 2024.",catalyst,POS,Approved
805,805_0,"IND cleared by the FDA, noted April 29, 2024.",regulatory,POS,cleared by the FDA
806,806_0,"Phase 2 trial did not meet its primary endpoint, noted April 29, 2024.","endpoint,phase",NEG,did not meet
807,807_0,"Phase 2 trial did not meet its primary endpoint, noted April 29, 2024.","endpoint,phase",NEG,did not meet
809,809_0,"NDA resubmitted to the FDA, noted April 29, 2024.",regulatory,POS,NDA resubmitted
811,811_0,"Phase 1b/2 first dose level is generally well tolerated, noted April 29, 2024.","safety,phase",POS,well tolerated
812,812_0,"Phase 1b/2 first dose level is generally well tolerated, noted April 29, 2024.","safety,phase",POS,well tolerated
818,818_0,"Approved April 29, 2024.",catalyst,POS,Approved
819,819_0,"Approved April 29, 2024.",catalyst,POS,Approved
822,822_0,"Phase 2 study met its primary and key secondary endpoints, noted April 2024.","endpoint,phase,financial",POS,met
823,823_0,"Phase 2 study met its primary and key secondary endpoints, noted April 2024.","endpoint,phase,financial",POS,met
824,824_0,"Updated label approved April 30, 2024.",catalyst,POS,approved
825,825_0,"MTD data reported that all doses were well-tolerated, noted April 30, 2024.",safety,POS,well-tolerated
827,827_0,"Phase 2/3 top line data reported that NRX-101 vs lurasidone demonstrated a promising, though not yet statistically significant 33% reduction in suicidality together with a 70% reduction (P=.076) reduc","pvalue,phase,clinical",POS,statistically significant
828,828_0,"Phase 1 topline data reported no vaccine-related serious adverse events (SAEs) and no dose-limiting pharmacotoxicity, noted April 30, 2024.","safety,phase,clinical",NEG,serious adverse events
829,829_0,"Phase 1b compassionate use data reported that treatment has been well-tolerated throughout the treatment period, with stable cognitive function observed in the patients.","safety,phase",POS,well-tolerated
831,831_0,"Approved April 30, 2024.",catalyst,POS,Approved
833,833_0,"Phase 3 trial met its dual primary endpoint of overall survival (OS), noted May 1, 2024.","endpoint,phase",POS,met
834,834_0,"Preclinical successful completion of its analysis to determine the effects of bioactivated PALI-2108 on TNF-Î± production in a whole blood (WB) assay, noted May 1, 2024.",catalyst,POS,successful
835,835_0,"Phase 2 30 mg cohort showed a 100% overall response rate in patients with ASXL1 mutation, treatment exhibited strong anti-leukemic activity in 62% of patients with a favorable safety profile across al","safety,phase",POS,favorable safety
836,836_0,"Phase 2a enrollment completed, noted May 1, 2024.","phase,enrollment",POS,enrollment completed
837,837_0,"Phase 2/3 trial enrollment completed noted May 1, 2024.","phase,enrollment",POS,enrollment completed
839,839_0,"Phase 1 trial successful and complete, noted May 1, 2024.",phase,POS,successful
841,841_0,"Phase 3 data reported a statistically significant and clinically meaningful improvement in progression-free survival (PFS) versus standard of care, noted May 2, 2024.","endpoint,phase",POS,statistically significant
842,842_0,"IND Cleared by the FDA, noted May 2, 2024.",regulatory,POS,Cleared by the FDA
845,845_0,"Preclinical data reported statistically significant increase in anti-myostatin IgG antibody concentration, where myostatin is a key negative regulator of muscle growth, noted May 2, 2024.",catalyst,POS,statistically significant
846,846_0,Phase 2 trial is well tolerated and has led to encouraging initial efficacy data.,"safety,phase",POS,well tolerated
847,847_0,"Phase 2 trial did not meet its primary endpoint, noted May 3, 2024.","endpoint,phase",NEG,did not meet
848,848_0,Phase 2 data from TPRREY trail published at the Lancet Respiratory Medicine journal confirmed results demonstrating a statistically significant improvement for seralutinib compared to placebo in the p,"phase,clinical",POS,statistically significant
849,849_0,Phase 2 data from TPRREY trail published at the Lancet Respiratory Medicine journal confirmed results demonstrating a statistically significant improvement for seralutinib compared to placebo in the p,"phase,clinical",POS,statistically significant
851,851_1,"Also, patients achieved similar probabilities of DFS r",catalyst,POS,achieved
852,852_0,"Phase 2 data at APA reported clinically and statistically significant efficacy compared to placebo at its primary week 4 and secondary week 12 timepoints, noted May 4, 2024.","phase,financial",POS,statistically significant
855,855_0,"Preclinical data reported that in a lethal animal model of lung infection by Influenza A /H3N2 virus, NV-387 was found to have substantially superior antiviral effects compared to three approved anti-",catalyst,POS,approved
856,856_0,"Phase 2 trial did not meet the pre-specified primary endpoint, noted May 6, 2024.","endpoint,phase",NEG,did not meet
858,858_0,"Phase 2 data reported that treatment was generally well-tolerated and safety was consistent with the known profile, with two patient discontinuations, with both of these patients remain in CR at 10 an","endpoint,safety,phase",POS,well-tolerated
859,859_0,"IND Cleared by the FDA, noted April 6, 2024.",regulatory,POS,Cleared by the FDA
860,860_0,Phase 3 data reported that the trial did not meet its primary endpoint of demonstrating statistically significant improvement compared to sham control in the composite score of the three cardinal symp,"endpoint,phase,clinical",NEU,statistically significant
861,861_0,"IND cleared by the FDA, noted May 6 2024.",regulatory,POS,cleared by the FDA
862,862_0,"Preclinical data reported that a statistically significant (FDR adjusted p-value < 0.05) decline in secondary tumor growth rate was found at days 21, 25 and 29 in those mice that received Alpha DaRT",financial,POS,statistically significant
863,863_0,"Phase 2 final data reported statistically significant improvements in key secondary endpoints, such as progression-free survival, (PFS median 5 months versus 2.9 months; Hazard ratio= 0.58) and statis","endpoint,phase,financial",POS,statistically significant
868,868_0,"Phase 3 data showcased previously disclosed data that demonstrated that setmelanotide achieved 3.04 mean reduction in BMI-Z score and 18.4 percent mean reduction in BMI in 12 patients, noted May 6, 20","sample,phase",POS,achieved
869,869_0,"BLA accepted for priority review by the FDA, noted May 6, 2024.",regulatory,POS,BLA accepted
870,870_0,"BLA accepted for priority review by the FDA, noted May 6, 2024.",regulatory,POS,BLA accepted
871,871_0,"Fast track designation granted by the FDA, noted May 7, 2024.",regulatory,POS,Fast track
872,872_0,"Phase 2 data presented at ARVO demonstrated significant, broad-based protection from vision loss in foveal and non-foveal patients, and in low light settings, noted May 7, 2024.","phase,clinical",POS,data presented at ARVO
873,873_0,"Phase 2 trial did not meet the primary endpoint, noted May 7, 2024.","endpoint,phase",NEG,did not meet
876,876_0,"Additional Phase 2b data analysis reported a statistically significant slowing of disease progression in high-risk ALS patients treated with PrimeC by 43% (p=0.02), noted May 7, 2024.","pvalue,phase",POS,statistically significant
880,880_0,"Phase 1 trial met its primary and secondary objectives, noted May 8, 2024.","phase,financial",POS,met
881,881_0,"Phase 3 trial data reported that the trial met its primary endpoint as measured by a change in the PANSS total score from baseline after 8 weeks compared to placebo, noted May 8, 2024.","endpoint,phase",POS,met
884,884_0,"Phase 1b dosing initiated, noted May 8, 2024.","phase,clinical",POS,dosing initiated
886,886_0,"Phase 1 dosing initiated, noted May 8, 2024.","phase,clinical",POS,dosing initiated
888,888_0,"Phase 1 data demonstrated a favorable safety profile with no cytokine release syndrome (CRS) of any grade observed in step-dosing cohorts and no grade >1 CRS observed overall, noted May 8, 2024.","safety,phase",POS,favorable safety
889,889_0,"Phase 2 enrollment completed, noted May 8, 2024.","phase,enrollment",POS,enrollment completed
890,890_0,"Phase 3 study did not meet the study's pre-specified statistical criteria for DFS compared to placebo plus adjuvant chemotherapy, with or without radiotherapy, noted May 9, 2024.",phase,NEG,did not meet
892,892_0,"Phase 1 dosing initiated, noted May 9, 2024.","phase,clinical",POS,dosing initiated
898,898_0,"Trial closed due to clinical hold, noted May 9, 2024.",regulatory,NEG,clinical hold
899,899_0,"Trial closed due to clinical hold, noted May 9, 2024.",regulatory,NEG,clinical hold
904,904_0,Preclinical data presented at ARVO showed that intravitreal administration of 4D-175 to non-human primates (NHP) was safe and well tolerated and resulted in robust transgene expression in the retina a,"safety,clinical",POS,well tolerated
905,905_0,"Phase 2 interim 24-week landmark data presented at ARVO demonstrated that a high dose of 4D-150 (3E10 vg/eye) resulted in robust reductions in overall treatment burden of 89%, percent of patients with","phase,clinical",POS,data presented at ARVO
907,907_0,"Phase 2 topline results reported that serious adverse events occurred in 20.7% of TPIP-treated patients and 40.0% of placebo-treated patients, noted May 9, 2024.","safety,phase,clinical",NEG,serious adverse events
908,908_0,Phase 2 data reported that sevasemten was well tolerated across all 21 participants and significantly reduced biomarkers of muscle damage associated with exercise with a mean post-exercise reduction o,"safety,sample,phase",POS,well tolerated
909,909_0,"IND cleared by the FDA, noted May 9, 2024.",regulatory,POS,cleared by the FDA
912,912_0,"Phase 1 data reported robust and sustained efficacy in adults and the first pediatric patient infusion of RP-L301 was well tolerated, with engraftment achieved at day +15, noted May 19, 2023.","safety,phase",POS,achieved
917,917_0,"Phase 3 CheckMate -73L trial did not meet its primary endpoint of progression-free survival (PFS), noted May 10, 2024.","endpoint,phase",NEG,did not meet
919,919_0,Phase 3 pre-planned analysis data showed that the primary endpoint of recurrence-free survival (RFS) met the pre-specified futility criteria.,"endpoint,phase",NEU,met
921,921_0,"FDA Granted Breakthrough Therapy Designation (BTD) on May 13, 2024.",regulatory,POS,Breakthrough Therapy
922,922_0,"FDA Granted Breakthrough Therapy Designation (BTD) on May 13, 2024.",regulatory,POS,Breakthrough Therapy
925,925_0,"Phase 2 trial met primary endpoint, noted May 13, 2024.","endpoint,phase",POS,met
928,928_0,"Phase GLOW2 dosing initiated, noted May 14, 2024.",clinical,POS,dosing initiated
930,930_0,"CRL announced May 14, 2024.",regulatory,NEG,CRL
931,931_0,"Preclinical antiviral activity study resulted in full survival of lethally infected animals was achieved, noted May 14, 2024.",catalyst,POS,achieved
935,935_0,"Phase 1/2 trial dosing initiated, noted May 14, 2024.","phase,clinical",POS,dosing initiated
936,936_0,"Phase 2 data reported that 3 of 3 patients who were naÃ¯ve to FLT3i treatment achieved objective response (2 CR, 1 MLFS), noted May 14, 2024.","endpoint,phase",POS,achieved
940,940_0,"Phase 1 data reported that denifanstat was well-tolerated and no safety signals were reported, noted May 15, 2024.","safety,phase",POS,well-tolerated
942,942_0,Phase 1b/2 data to be shared at ESMO Breast Cancer showed that treatment was well tolerated with no new safety signals or increased toxicity and no clinically meaningful impact on drug exposure of eit,"safety,phase",POS,well tolerated
947,947_0,"BLA submitted on May 15, 2024.",regulatory,POS,BLA submitted
948,948_0,"Phase 3 data reported that trials met their primary endpoints, noted May 16, 2024.","endpoint,phase",POS,met
951,951_0,"Phase 3 data reported that the trial met both dual primary endpoints, noted May 16, 2024.","endpoint,phase",POS,met
952,952_0,"Phase 1b/2 enrollment completed, noted November 2, 2023.","phase,enrollment",POS,enrollment completed
953,953_0,"Phase 1b/2 enrollment completed, noted November 2, 2023.","phase,enrollment",POS,enrollment completed
954,954_0,"Phase 2 dosing initiated, noted May 16, 2024.","phase,clinical",POS,dosing initiated
957,957_0,"Approved May 16, 2024.",catalyst,POS,Approved
958,958_0,"Approved May 16, 2024.",catalyst,POS,Approved
959,959_0,"Phase 1b data reported that treatment was well tolerated at the maximum administered dose and treatment with mPH-762 provided robust inhibition of tumor growth, noted May 16, 2024.","safety,phase",POS,well tolerated
961,961_0,"Phase 1b/2 last patient dosed completed, noted May 16, 2024.","phase,clinical",POS,last patient dosed
963,963_0,"Approved May 17, 2024.",catalyst,POS,Approved
964,964_0,"Phase 3 enrollment completed, noted May 17, 2024.","phase,enrollment",POS,enrollment completed
976,976_0,"Phase 3 data reported that 70% of patients achieved the composite response endpoint and 25% experienced ALP normalization, noted May 20, 2024.",phase,POS,achieved
981,981_0,"Phase 2 clinical hold removed, noted May 20, 2024.","phase,regulatory",NEG,clinical hold
983,983_0,"Phase 1/2 additional results demonstrate that two 5 Î¼g doses of ARCT-154, sa-mRNA vaccine, were well-tolerated, immunogenic and provided significant protection against multiple strains of COVID-19, no","safety,phase",POS,well-tolerated
986,986_0,"Phase 3 data reported that both trials met its primary endpoints, noted May 21, 2024.","endpoint,phase",POS,met
987,987_0,"Phase 3 topline data study met its primary endpoint with a statistically significant improvement in the time to failure event, noted May 21, 2024.","endpoint,phase,clinical",POS,met
988,988_0,"Phase 3 dosing initiated, noted May 21, 2024.","phase,clinical",POS,dosing initiated
992,992_0,"Phase 2 results presented at DDW showed an 83% non-progression rate at 6 months and a statistically significant decrease in overall mean polyp burden at 6 months, noted May 21, 2024.",phase,POS,statistically significant
993,993_0,"Breakthrough Therapy designation (BTD) granted by the FDA, noted May 21, 2024.",regulatory,POS,Breakthrough Therapy
994,994_0,"Phase 3 data showed that nearly one-half of patients on mirikizumab achieved endoscopic response at 52 weeks; most of these patients were also in clinical remission, noted May 21, 2024.",phase,POS,achieved
995,995_0,"Phase 2 study met its primary endpoint, noted May 21, 2024.","endpoint,phase",POS,met
996,996_0,"Phase 2 study met its primary endpoint, noted May 21, 2024.","endpoint,phase",POS,met
998,998_0,"Phase 2a enrollment completed, noted May 21, 2024","phase,enrollment",POS,enrollment completed
1003,1003_0,"Approved May 22, 2024.",catalyst,POS,Approved
1008,1008_0,"Phase 2a key findings noting that VTP-300 in combination with nivolumab has been generally well tolerated, with no observed treatment-related serious adverse events, and contributed to declines in hep","safety,phase",NEU,well tolerated
1009,1009_0,"Phase 2a key findings noting that VTP-300 in combination with nivolumab has been generally well tolerated, with no observed treatment-related serious adverse events, and contributed to declines in hep","safety,phase",NEU,well tolerated
1010,1010_0,"Phase 2a key findings noting that VTP-300 in combination with nivolumab has been generally well tolerated, with no observed treatment-related serious adverse events, and contributed to declines in hep","safety,phase",NEU,well tolerated
1011,1011_0,"Phase 1a first-in-human trial confirms ""Pulse-Prime"" hypothesis targeting stimulation of innate and adaptive immune systems, this data to be presented at ASCO 24, noted May 22, 2024.",clinical,POS,data to be presented at ASCO
1017,1017_0,"Phase 1 data published at in video format showed that the study met its primary efficacy endpoint, showing a statistically significant reduction in the mean daily reflective Total Nasal Symptom Score",phase,POS,met
1028,1028_0,"Phase 1/2 study as of May 14, 2024, patients receiving the combination of avutometinib and defactinib with gemcitabine and Nab-paclitaxel in dose level 1 cohort achieved a confirmed overall response r",phase,POS,achieved
1031,1031_0,"Phase 1/2 updated data to be presented at ASCO on June 3, 2024.","phase,clinical",POS,data to be presented at ASCO
1035,1035_0,"Phase 1/1b data from ASCO abstract reported that treatment was well tolerated and clinically active in patients with checkpoint inhibitor therapy relapsed/refractory cancers, noted May 23, 2024.","safety,phase",POS,well tolerated
1036,1036_0,"Phase 1 Dose Escalation and Dose Expansion, first-in-human monotherapy study in patients with metastatic or locally advanced malignancies who had progressed on approved PD-1 or PD-L1 inhibitors, noted",phase,POS,approved
1040,1040_0,"Phase 1b data to be presented at ASCO 2024, ASCO abstract released across different NLM sites, overall response rates (ORR) ranged from 18-33%, and disease control rates (DCR) ranged from 67-82%.","endpoint,phase,clinical",POS,data to be presented at ASCO
1049,1049_0,"Phase 2 ASCO abstract showed that treatment administered as a monotherapy was well tolerated and able to generate a ~100x mKRAS-specific expanded T cell response relative to baseline levels, noted May","safety,phase",POS,well tolerated
1051,1051_0,"Preclinical data from ASCO abstract reported that IPH6501, at well-tolerated doses, significantly boosted peripheral NK cell proliferation, drove their accumulation at tumor locations, and effectively",safety,POS,well-tolerated
1061,1061_0,"Phase 1 data from ASCO abstract reported that one patient achieved unconfirmed partial response, and stable disease was observed in 11 patients (24%), noted May 23, 2024.","sample,phase",POS,achieved
1063,1063_0,"NDA and accelerated approval application submitted May 24, 2024.",regulatory,POS,approval
1064,1064_0,Phase 2 clinical efficacy update presented at ASCO abstract showed that monotherapy neoadjuvant treatment was generally well tolerated.,"safety,phase",POS,well tolerated
1066,1066_0,Phase 1 preliminary results from dose escalation in an ASCO abstract shown to have an acceptable safety profile with no dose-limiting toxicities (DLTs) in heavily pretreated patients with solid tumors,"safety,phase",NEG,DLTs
1068,1068_0,"Phase 2 final results to be presented at ASCO 2024, abstract released resulted in a ITT CR rate 57% at 12mo, 83% any time.","endpoint,phase,clinical",POS,results to be presented at ASCO
1069,1069_0,"Phase 2 final results to be presented at ASCO 2024, abstract released resulted in a ITT CR rate 57% at 12mo, 83% any time.","endpoint,phase,clinical",POS,results to be presented at ASCO
1078,1078_0,"Phase 1 data to be presented at ASCO on June 1, 2024, with abstract data reporting that 96.6% of pts had â‰¥1 tx-emergent adverse events, and decreased ctCNA was seen in all complete responders (n=2) an","safety,phase,clinical",POS,data to be presented at ASCO
1079,1079_0,"Phase 1 data from ASCO abstract reported that SVR35 was achieved by all 3 evaluable pts receiving â‰¥10 mg monotherapy, and 3/12 achieved a best response of SVR35, noted May 24, 2024.",phase,POS,achieved
1086,1086_0,"Phase 3 data reported that trial met its primary endpoint, noted May 28, 2024.","endpoint,phase",POS,met
1087,1087_0,"Phase 3 topline data reported that the trial met its primary endpoint, noted May 28, 2024.","endpoint,phase,clinical",POS,met
1090,1090_0,"Phase 2 data to be presented at ASCO 2024, abstract released on May 23 showed that as of the March 6, 2024 data cutoff, the combination demonstrated a 67% overall response rate across PD-L1 expression","phase,clinical",POS,data to be presented at ASCO
1091,1091_0,"Phase 2 data to be presented at ASCO 2024, abstract released on May 23 showed that as of the March 6, 2024 data cutoff, the combination demonstrated a 67% overall response rate across PD-L1 expression","phase,clinical",POS,data to be presented at ASCO
1093,1093_0,"Phase 3 trial met its primary endpoint, noted May 28, 2024.","endpoint,phase",POS,met
1097,1097_0,"Phase 3 data reported a statistically significant 36.1% proteinuria (protein in urine) reduction vs. placebo + supportive care at 36 weeks, noted May 28, 2024.","effect,phase",POS,statistically significant
1098,1098_0,"Phase 3 data reported that patients treated with Fabhalta in addition to supportive care achieved a 35.1% reduction in proteinuria at 6 months when compared to placebo on top of supportive care, noted",phase,POS,achieved
1101,1101_0,"Phase 1 data from abstract continued to showed that study continues to be well tolerated in the dose expansion portion of the DRAGON trial (Part B), noted May 28, 2024.","safety,phase",POS,well tolerated
1102,1102_0,"Phase 2 data presented at American Epilepsy Society showed azetukalner 20mg achieved clinically meaningful reductions in depression scores on MADRS and HAM-D17 scales, with a 3.04 point difference vs",phase,POS,achieved
1103,1103_1,The data showed NRX-101 achieved similar efficacy to lurasidone on dep,catalyst,POS,achieved
1105,1105_0,Phase 1/2a Safety Review Committee has approved opening enrollment for the 800mg once daily dosing cohort after reviewing favorable safety and pharmacokinetic data from the 550mg cohort.,"safety,phase",POS,favorable safety
1108,1108_0,"Preclinical canine study dosing initiated, noted May 28, 2024.",clinical,POS,dosing initiated
1110,1110_0,"Phase 1 update from ASCO reported that treatment was was generally well tolerated without hematologic adverse events seen with traditional MDM2 small molecule inhibitors, noted June 1, 2024.","safety,phase",POS,well tolerated
