Ticker,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded,row_id,has_endpoint,has_pvalue,has_effect,has_safety,has_sample,has_phase,has_partner,has_regulatory,has_financial,has_enrollment,has_clinical,has_catalyst,pos_count,neg_count,neu_count,headline_sentiment
OCUL,AXPAXLI (OTX-TKI) - (HELIOS),Non-proliferative diabetic retinopathy (NPDR)Â ,Phase 1,4/18/2024,"Phase 1 interim data showed that demonstrated a 1- or 2-step improvement in the Diabetic Retinopathy Severity Scale (DRSS) at 40 weeks in the AXPAXLI arm, compared to 0% in the control arm. No patient",174.0,870.95679,102.3882,7.58,5.86,4.2,-0.257363596,-0.590428674,0.021734794,0.029126527,7.94491,0.04768,35.59393,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPTH,BP1002,Acute Myeloid Leukemia (AML)Â ,Phase 1b,4/18/2024,"Phase 1/1b second dose cohort completed, noted April 18, 2024.",8.0,3.16594,116.8904,3.24,4.2,2.635,0.259511195,-0.206690148,0.021734794,0.029126527,8.94222,0.00265,350.85696,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNTC,BB-301,Oculopharyngeal muscular dystrophy (OPMD)Â ,Phase 1/2,4/18/2024,"Phase 1b/2a interim safety and efficacy data reported that facilitated improvements across multiple measures of swallowing function in the first subject, as compared to pretreatment assessments conduc",26.0,17.6804,98.1887,4.8,6.82,6.94,0.351243554,0.368685857,0.021734794,0.029126527,0.42285,0.03629,23.99093,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBLA,Lvospemin (SBP-101),Ovarian cancerÂ ,Phase 1,4/18/2024,"Phase 1 data presented at AACR results suggest that SBP-101 in combination with doxorubicin may have a role in the clinical management of ovarian cancer, in particular the difficult to treat platinum-",4.0,2.37645,269.4529,0.516,0.4895,0.44,-0.052722304,-0.159332039,0.021734794,0.029126527,0.28641,0.00031,0.03245,747,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
ATNM,Iomab-B - (SIERRA),Acute myeloid leukemia (AML)Â ,Phase 3,4/18/2024,Phase 3 data presented at the Annual European Bone Marrow Transplant Society Meeting (EBMT) demonstrated that Iomab-B led bone marrow transplant produced high rates of complete remission and durable c,31.0,196.07406,89.0766,7.25,6.67,6.56,-0.083381609,-0.100010866,0.021734794,0.029126527,7.43877,0.0117,2.80721,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMNN,IMNN-101 - (IMUNON),SARS-CoV-2 variant XBB.1.5Â ,IND-Enabling,4/18/2024,"IND Cleared by the FDA, noted April 18, 2024.",2.0,10.57475,119.2511,14.86956,14.67391,18.7826,-0.013245083,0.233614739,0.021734794,0.029126527,4.7157,0.00729,0.23045,749,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ABBV,Upadacitinib (RINVOQ) - (SELECT-GCA),Giant cell arteritis (GCA)Â ,Phase 3,4/18/2024,"Phase 3 showed that upadacitinib (RINVOQ; 15 mg, once daily) in combination with a 26-week steroid taper regimen achieved its primary endpoint of sustained remissiona from week 12 through week 52, not",0.0,291554.7322,18.6511,164.25,164.66,167.29,0.002493085,0.018339176,0.021734794,0.029126527,0.74102,0.07372,737.71368,750,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
NRSN,PrimeC - (PARADIGM),Amyotrophic Lateral Sclerosis (ALS)Â ,Phase 2b,4/18/2024,Phase 2b data presented at AAN reported that PrimeC met safety and tolerability measures as well as statistically significant slowing of disease progression as demonstrated by the ALSFRS-R by 37% (p=0,23.0,26.34774,138.3702,1.6,1.52,1.26,-0.051293294,-0.238891908,0.021734794,0.029126527,0.36758,0.10794,0.40763,751,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1
MGTX,AAV2-hAQP1 - (AQUAx2),XerostomiaÂ ,Phase 1,4/18/2024,"Phase 1 data presented at AAOM resulted in no treatment-related serious adverse events or dose-limiting toxicities were reported, and all participants completed the study, noted April 18, 2024.",80.0,321.728,78.6553,5.25,5.01,4.71,-0.046792162,-0.108540169,0.021734794,0.029126527,1.78449,0.15064,1.17857,752,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,-1
BRNS,VTP-200 - (APOLLO),Human papillomavirus (HPV)Â ,Phase 1/2,4/18/2024,"Additional Phase 1/2a met its primary endpoint, noted April 18, 2024.",40.0,105.47649,103.5361,2.6,2.71,2.4289,0.04143719,-0.068072965,0.021734794,0.029126527,0.02603,0.00011,0.02527,753,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
CLYD,VTP-200 - (APOLLO),Human papillomavirus (HPV)Â ,Phase 1/2,4/18/2024,"Additional Phase 1/2a met its primary endpoint, noted April 18, 2024.",0.0,1.02,370.1367,0.03,0.03,0.03,0.0,0.0,0.021734794,0.029126527,0.0,,0.0,754,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
TAK,ENTYVIO (vedolizumab),Crohn's DiseaseÂ ,Approved,4/18/2024,"FDA Approved by the FDA, noted April 18, 2024.",0.0,6415330.036,19.1128,13.15,13.16,13.07,0.000760167,-0.006102231,0.021734794,0.029126527,0.0,0.0,16.94672,755,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
TVGN,TVGN 489 - (TCTL Study),Cytotoxic T Lymphocytes for the Treatment of Elderly and High-Risk Patients with Covid-19Â ,Phase 1,4/19/2024,"Phase 1 study proof-of-concept clinical trial suggested the ability to target and eliminate a virus in high-risk population with multiple comorbidities, noted April 11, 2024.",196.0,304.53667,185.8154,2.12,1.85,1.0,-0.13623045,-0.751416089,-0.003229088,-0.000119782,0.00695,0.00204,0.38824,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGN,OCU410 - (ArMaDa),Geographic Atrophy (GA)Â ,Phase 1/2,4/19/2024,"Phase 1/2 Cohort 2 dosing completed, noted April 19, 2024.",292.0,339.66935,105.9363,1.32,1.32,1.28,0.0,-0.030771659,-0.003229088,-0.000119782,16.89809,0.02626,8.77352,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTA,ORX750 - (CRYSTAL-1),Narcolepsy and other sleep-wake disordersÂ ,IND-Enabling,4/22/2024,"IND cleared by the FDA, noted April 22, 2024",134.0,1003.0585,80.2238,10.57,10.0,9.29,-0.055434707,-0.129081247,-0.022207216,-0.031959952,1.73293,0.18078,2.1081,758,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
KRYS,KB707 - (KYANITE-1),Solid TumorsÂ ,Phase 1,4/22/2024,"Phase 1 dosing initiated, noted April 22, 2024.",28.0,4483.91252,70.5204,158.53,157.25,157.99,-0.008106954,-0.00341211,-0.022207216,-0.031959952,7.62476,0.02848,53.75009,759,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
ENLV,Allocetra - (ENX-CL-05-001),Knee osteoarthritis (OA)Â ,Phase 2,4/22/2024,"Phase 2 trial initiated, noted April 22, 2024.",23.0,23.89096,159.9022,1.32,1.27,1.66,-0.038614836,0.229185866,-0.022207216,-0.031959952,1.25656,0.02864,0.06544,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORT,Relacorilant - (GRACE),Hypercortisolism (Cushing's Syndrome)Â ,Phase 3,4/22/2024,"Phase 3 additional results exhibited clinically meaningful and statistically significant improvements in hypertension, hyperglycemia and other key secondary and exploratory endpoints, noted April 22,",105.0,2315.5688,63.6788,22.95,22.3,23.37,-0.028731258,0.018135212,-0.022207216,-0.031959952,20.54224,0.02016,86.92498,761,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1
PHIO,PH-762,Cutaneous Squamous Cell CarcinomaÂ ,Preclinical,4/22/2024,Preclinical studies demonstrated PH-762 is rapidly taken up by cells and robustly silences PD-1 mRNA and protein in lymphocytes within the tumor microenvironment (TME) Intratumoral injection of murine,5.0,3.81065,131.7579,5.7591,7.4691,6.075,0.259993297,0.053400777,-0.022207216,-0.031959952,0.46584,0.00048,6.0937,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABEO,ZEVASKYN (prademagene zamikeracel),Recessive dystrophic epidermolysis bullosa (RDEB)Â ,CRL,4/22/2024,"CRL issued by the FDA, noted April 22, 2024.",51.0,201.33307,76.2204,7.57,7.36,3.44,-0.028133135,-0.788721596,-0.022207216,-0.031959952,7.29028,0.00265,7.56636,763,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1
AZTR,ATR12-351,Netherton SyndromeÂ ,Preclinical,4/22/2024,"Preclinical data suggests ATR-12 can significantly reduce IL-36g, a pro-inflammatory cytokine that drives Netherton syndrome, noted April 22, 2024.",3.0,5.6169,228.6311,38.96104,38.96104,43.95604,0.0,0.120627871,-0.022207216,-0.031959952,0.69588,0.00839,0.25979,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOVX,VCN-01 (VIRAGE),Metastatic PDACÂ ,Preclinical,4/22/2024,"Preclinical data demonstrated enhanced anti-tumor effects in a human pancreatic mouse xenograft, noted April 22, 2024.",9.0,7.04784,93.5829,10.38,10.275,10.5,-0.010167117,0.011494379,-0.022207216,-0.031959952,2.39682,0.05056,0.47476,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACET,ADI-270,"Solid tumors CAR T, relapsed/refractory renal cell carcinoma (RCC)Â ",Preclinical,4/22/2024,"Preclinical findings showed robust anti-tumor activity of ADI-270 in multiple CD70-positive solid and hematological cancer models, noted April 22, 2024",83.0,181.22987,105.0366,1.95,2.0,1.59,0.025317808,-0.204095356,-0.022207216,-0.031959952,8.48325,0.02528,0.6507,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBRX,ANKTIVA,BCG-Unresponsive Non-Muscle Invasive Bladder CancerÂ ,Approved,4/22/2024,"Approved April 22, 2024.",945.0,3344.39685,132.5152,5.27,4.94,8.99,-0.064665031,0.534082486,-0.022207216,-0.031959952,8.08936,0.00683,27.01443,767,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
TOVX,VCN-01 (zabilugene almadenorepvec),RetinoblastomaÂ ,Phase 1,4/23/2024,"Phase 1 topline data in collaboration with Sant Joan de DÃ©u-Barcelona Children's Hospital (SJD) determined to have a positive outcome by the study Monitoring Committee, safety and clinical outcomes su",9.0,6.46309,94.3608,10.275,9.4225,10.0625,-0.086613314,-0.020898118,-0.002266087,-0.010334475,2.39682,0.05056,0.44982,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLSA,Foralumab (Intranasal),Secondary Progressive Multiple Sclerosis (SPMS)Â ,Phase 2a,4/23/2024,"Phase 2a FDA allowed its intranasal foralumab na-SPMS Expanded Access (EA) Program to expand from 10 patients to a total of 30 patients, noted April 23, 2024.",111.0,77.73856,66.4584,0.7536,0.775,0.65675,0.028001306,-0.137558295,-0.002266087,-0.010334475,0.32117,0.02904,1.94762,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILO,SPC-15,Post-traumatic stress disorder (PTSD)Â ,Preclinical,4/23/2024,"Preclinical study of intranasal delivery showed rapid and effective drug exposure for PTSD Therapy, noted April 23, 2024.",9.0,5.06167,67.532,1.99,1.78,1.8377,-0.111521274,-0.079619849,-0.002266087,-0.010334475,2.15896,0.10808,9.36999,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBIX,Osavampator (NBI-1065845) - (SAVITRI),Major depressive disorderÂ ,Phase 2,4/23/2024,"Phase 2 study met its primary and key secondary endpoints, demonstrating that once-daily, oral administration of NBI-1065845 produced a statistically significant change from baseline in Montgomery Ã…sb",99.0,14090.32183,25.9813,133.66,140.09,137.54,0.046985811,0.028615522,-0.002266087,-0.010334475,2.41211,0.11564,225.23922,771,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1
TAK,Osavampator (NBI-1065845) - (SAVITRI),Major depressive disorderÂ ,Phase 2,4/23/2024,"Phase 2 study met its primary and key secondary endpoints, demonstrating that once-daily, oral administration of NBI-1065845 produced a statistically significant change from baseline in Montgomery Ã…sb",0.0,6467145.334,19.1697,13.36,13.38,13.08,0.001495887,-0.021180822,-0.002266087,-0.010334475,0.0,0.0,22.77858,772,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1
ANRO,ALTO-101,SchizophreniaÂ ,Phase 1,4/23/2024,Phase 1 study in healthy volunteers demonstrated favorable tolerability and improved pharmacokinetics of ALTO-101 when administered via a transdermal delivery system (TDS) compared to oral administrat,27.0,372.85723,0.0,13.64,13.88,15.51,0.017442303,0.128478325,-0.002266087,-0.010334475,8.9213,0.00026,1.18509,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOWL,IL-10 Indukine (PREDATOR Platform),Ulcerative Colitis (UC)Â ,Preclinical,4/23/2024,"Preclinical data in animal models supported unique conditionally active cytokine immunotherapy approach for the potential treatment, noted April 23, 2024.",45.0,279.15702,116.7671,6.09,6.44,6.24,0.055880458,0.024332101,-0.002266087,-0.010334475,1.0889,0.00604,2.53729,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INMB,XPro1595 (pegipanermin) - (XPro),Neuroinflammation caused by Alzheimerâ€™s diseaseÂ ,Phase 2,4/23/2024,"Phase 3 preparation ongoing after 24-month validation data completed, noted April 23, 2024.",26.0,190.37835,80.8152,10.625,10.14,11.84,-0.046721717,0.108273915,-0.002266087,-0.010334475,8.1276,0.04747,1.81114,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS,LUTATHERA (lutetium Lu 177) - (NETTER-P),Gastroenteropancreatic neuroendocrine tumors (GEP-NETs)Â ,Approved,4/23/2024,"FDA approved on April 23, 2024.",0.0,1427.29144,54.9715,4.88,4.6,4.36,-0.059088916,-0.112673163,-0.002266087,-0.010334475,0.0,0.00057,0.09887,776,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
DAWN,OJEMDA (tovorafenib),Low-grade GliomaÂ ,Approved,4/23/2024,"FDA Approved on April 23, 2024.",102.0,1453.95599,60.4801,15.38,16.64,17.1,0.078741471,0.106010499,-0.002266087,-0.010334475,10.28268,0.17464,111.5693,777,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
HOOK,HB-700,KRAS-mutated cancersÂ ,IND-Enabling,4/24/2024,"IND cleared by the FDA, noted April 24, 2024.",12.0,106.57989,100.3754,7.65,8.5,8.99,0.105360516,0.161407201,0.029598949,-0.030696515,0.25259,0.02106,8.87726,778,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ALVO,AVT05 (biosimilar to golimumab),Rheumatoid ArthritisÂ ,Phase 3,4/24/2024,"Phase 3 trial met its primary endpoint, with results demonstrating therapeutic equivalence between AVT05 and Simponi. Additionally, no clinically meaningful differences in safety were observed through",301.0,3785.33537,47.1227,13.4,13.54,14.48,0.010393561,0.07751368,0.029598949,-0.030696515,0.05711,0.00774,2.58735,779,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
IMMP,Eftilagimod alpha (IMP321) and KEYTRUDA (pembrolizumab) - (TACTI-003),Head and neck squamous cell carcinoma (HNSCC)Â ,Phase 2b,4/24/2024,"Phase 2b enrollment completed, noted November 9, 2023. Phase 2b data from efti in combination in patients who do not express PD-L1 (TACTI-003, Cohort B) showed a preliminary 26.9% response rate, the p",145.0,534.97555,55.9075,2.51,2.59,2.6,0.031375123,0.035228692,0.029598949,-0.030696515,0.0,0.0,3.6384,780,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1
ALKS,ALKS 2680 - (Vibrance-1),NarcolepsyÂ ,Phase 2,4/24/2024,"Phase 2 initiated, noted April 24, 2024.",165.0,4170.39011,40.3317,24.26,24.65,24.01,0.015947997,-0.010358493,0.029598949,-0.030696515,7.98986,0.02329,42.81752,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATAI,BPL-003,Resistant DepressionÂ ,Phase 2a,4/24/2024,"Phase 2a OLE study initiated, noted April 24, 2024.",214.0,313.06167,98.924,1.97,1.87,2.05,-0.052095112,0.03980625,0.029598949,-0.030696515,3.52501,0.11802,1.57589,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDHL,RHB-107 (upamostat) - (ACESO PROTECT),Early COVID-19 outpatient treatmentÂ ,Phase 2,4/24/2024,"Phase 2 dosing commenced, noted April 24, 2024.",3.0,13.38094,243.0954,10.69465,10.4975,11.275,-0.018606483,0.052844269,0.029598949,-0.030696515,2.32669,3e-05,0.08109,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMRX,Naloxone hydrochloride nasal spray - (generic Narcan),Opioid overdoseÂ ,Approved,4/24/2024,"FDA Approved, noted April 24, 2024.",314.0,1866.75308,48.2579,5.4,6.05,6.12,0.113659318,0.125163143,0.029598949,-0.030696515,0.90884,0.05161,18.55227,784,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
CALC,Auxora - (CARPO),Acute PancreatitisÂ ,Phase 2b,4/24/2024,"Phase 2b enrolment completed, noted April 24, 2024.",13.0,58.96323,114.4365,4.59,5.49,5.96,0.179048231,0.261190457,0.029598949,-0.030696515,0.31291,0.11831,0.42117,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS,Coartem (artemether-lumefantrine) - (CALINA),Malaria in babies <5 kgÂ ,Phase 2/3,4/24/2024,"Phase 2/3 data reported that the new formulation has good efficacy and safety, and the data have been submitted for regulatory review, noted April 24, 2024.",0.0,1349.72125,55.5675,4.6,4.35,4.36,-0.055880458,-0.053584246,0.029598949,-0.030696515,0.0,0.00057,0.03342,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANX,"GT-02287, GT-02329",GBA1 and Idiopathic Parkinson's DiseaseÂ ,Phase 1,4/24/2024,"Phase 1 data reported that treatment was generally well tolerated up to and including the highest planned dose level, and there were no serious adverse events, noted April 24, 2024.",35.0,51.74087,77.1706,3.39,3.19,2.97,-0.060809005,-0.132267969,0.029598949,-0.030696515,0.92231,0.00054,0.46833,787,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
ACRV,ACR-368,"Platinum-resistant ovarian,(PROC) endometrial, and urothelial cancersÂ ",Phase 2b,4/24/2024,"Phase 2b initial data demonstrated a 50% confirmed overall response rate observed with ACR-368 in OncoSignature-positive gynecological (ovarian and endometrial) cancers, noted April 24, 2024.",31.0,293.30407,125.8634,9.82,9.5,8.23,-0.033129324,-0.176635108,0.029598949,-0.030696515,3.32162,0.00541,3.04218,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBRX,Anktiva (N-803) + various Checkpoint Inhibitors (QUILT-3.055),"NSCLC, Various tumorsÂ ",Phase 2,4/25/2024,"Phase 2 results reported significant prolongation of overall survival, noted April 25, 2024.",945.0,3459.48743,129.1174,4.82,5.11,8.97,0.058425476,0.621111748,0.005375394,-0.051090748,8.10017,0.00683,43.72129,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTGN,PH15,Psychomotor impairment caused by mental fatigueÂ ,Phase 2a,4/25/2024,"Phase 2a data reported that treatment demonstrated a statistically significant improvement in reaction time compared to placebo and caffeine in sleep-deprived study participants, noted April 25, 2024.",30.0,127.01848,74.976,4.72,4.7,4.41,-0.004246291,-0.06793411,0.005375394,-0.051090748,4.78306,0.00209,0.91558,790,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
BLCO,LCD supplement capsule,Dry eyesÂ ,Phase 1,4/25/2024,"Trial met both primary endpoints, noted April 25, 2024.",353.0,5180.70344,37.9347,14.9,14.76,13.86,-0.009440394,-0.072354219,0.005375394,-0.051090748,0.46399,0.087,3.70883,791,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TLSA,Foralumab,"Non-active, secondary-progressive multiple sclerosis (na-SPMS)Â ",Phase 2,4/25/2024,"Phase 2 data quantitative data showing improvement in White Matter Z-scores measured from PET images taken at 3 months in nasal foralumab, noted April 25, 2024.",111.0,84.36891,66.8253,0.7901,0.8411,0.7051,0.062551039,-0.113819883,0.005375394,-0.051090748,0.25699,0.02904,0.74832,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIVI,Bezisterim (NE3107) - (Biomarker Trial),Alzheimer's diseaseÂ ,Phase 2,4/25/2024,"Phase 2 data shared at the Annual Alzheimer's & Parkinson's Drug Development Summit shows how bezisterim may be restoring homeostasis via specific genes associated with dementia, metabolism, and infla",7.0,26.84144,196.7348,50.54,48.89,49.99,-0.033192225,-0.010942117,0.005375394,-0.051090748,2.02737,0.0114,0.38388,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROIV,Namilumab - (RESOLVE-Lung),SarcoidosisÂ ,Phase 2,4/25/2024,"Phase 2 enrollment completed, noted April 25, 2024.",682.0,8767.60455,38.4991,10.9,10.88,11.24,-0.001836548,0.030716055,0.005375394,-0.051090748,5.60026,0.11755,40.47067,794,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1
ALGS,ALG-097558,COVID-19Â ,Phase 1,4/25/2024,"Phase 1 data presented at ECCMID showed that single (up to 2000 mg) and multiple (up to 800 mg Q12 for 7 days) doses of this potent, pan-coronavirus protease inhibitor were well tolerated in healthy v",6.0,61.89683,89.3154,20.725,20.45,21.15,-0.013357819,0.020299204,0.005375394,-0.051090748,0.86853,0.1542,0.10918,795,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
NKGN,Troculeucel (SNK01),Alzheimer's DiseaseÂ ,Phase 1,4/25/2024,Preclinical data to be presented at the Alzheimer's & Parkinson's Drug Development Summit shows a direct ability to phagocytose and digest amyloid and alpha-synuclein proteins while also secreting imm,124.0,45.15517,182.8366,1.71,1.98,1.32,0.146603474,-0.258861634,0.005375394,-0.051090748,1.85819,0.00513,4.09522,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFE,BEQVEZ (fidanacogene elaparvovec-dzkt),Hemophilia BÂ ,Approved,4/26/2024,"Approval announced April 26, 2024.",0.0,143828.5488,26.1615,25.26,25.4,27.81,0.005527057,0.096173551,-0.039351685,-0.090188842,1.20198,0.02483,1181.77201,797,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
GILD,Biktarvy,HIVÂ ,Approved,4/26/2024,"Approved for updated label on (bictegravir 50 mg/emtricitabine 200 mg/tenofovir alafenamide 25 mg tablets, B/F/TAF) to treat pregnant people with HIV-1 (PWH) with suppressed viral loads, noted April 2",0.0,81452.95167,25.1053,65.27,65.42,64.78,0.002295509,-0.007535599,-0.039351685,-0.090188842,1.70127,0.07102,810.05824,798,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
CDTX,JNJ-0953 (CD388) - (ANCHOR),Seasonal InfluenzaÂ ,Phase 2a,4/26/2024,Phase 2a data presented at ESCMID reported that well tolerated and demonstrated statistically significant antiviral effects when administered as a single subcutaneous dose in healthy volunteers challe,25.0,57.61492,83.9854,13.0,12.63,12.51,-0.028874421,-0.038421033,-0.039351685,-0.090188842,0.17906,0.02553,2.52736,799,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
JNJ,JNJ-0953 (CD388) - (ANCHOR),Seasonal InfluenzaÂ ,Phase 2a,4/26/2024,Phase 2a data presented at ESCMID reported that well tolerated and demonstrated statistically significant antiviral effects when administered as a single subcutaneous dose in healthy volunteers challe,0.0,352165.6955,13.5345,146.82,146.14,149.27,-0.00464228,0.0165494,-0.039351685,-0.090188842,0.68735,0.12025,903.58099,800,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
ENTA,EDP-235 - (SPRINT),COVID-19Â ,Phase 2,4/27/2024,"Phase 2 data presented at ESCMID reported that the EDP-235 400 mg arm achieved greater mean change in TSS compared with the placebo arm at all time points, noted April 27, 2024.",21.0,261.69951,64.58,12.37,12.37,15.17,0.0,0.204045607,-0.024023403,-0.074860559,12.97295,0.05986,0.0,801,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
AZN,Enhertu - (DESTINY-Breast06),"HR-positive, HER2-low (IHC 1+ or 2+/ISH-) metastatic breast cancerÂ ",Phase 3,4/29/2024,"Phase 3 data reported statistically significant and clinically meaningful improvement in progression-free survival (PFS) compared to standard-of-care chemotherapy, noted April 29, 2024",0.0,186399.7855,22.4032,119.88,120.24,120.5,0.002998503,0.00515851,-0.013443781,-0.081506574,0.0,0.19694,445.38615,802,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
AQST,Libervant (diazepam) - (pediatric),Acute treatment seizure activityÂ ,Approved,4/29/2024,"FDA Approved on April 29, 2024.",99.0,340.02892,93.2461,4.07,3.735,3.5,-0.085895181,-0.150880031,-0.013443781,-0.081506574,4.40314,0.00101,28.56347,803,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
XFOR,XOLREMDI (mavorixafor),WHIM syndromeÂ ,Approved,4/29/2024,"Approved April 29, 2024.",11.0,183.05216,108.8899,34.95003,32.70003,36.00004,-0.066543332,0.029600723,-0.013443781,-0.081506574,7.30319,0.15033,23.86821,804,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
PRME,PM359,Chronic Granulomatous Disease (CGD)Â ,IND-Enabling,4/29/2024,"IND cleared by the FDA, noted April 29, 2024.",134.0,560.32309,88.6465,4.425,4.86,5.4,0.093768159,0.199128675,-0.013443781,-0.081506574,8.85887,0.22345,6.16477,805,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ADXN,ADX71149 (mGlu2 PAM) - (JNJ-40411813),EpilepsyÂ ,Phase 2,4/29/2024,"Phase 2 trial did not meet its primary endpoint, noted April 29, 2024.",1.0,8.0802,146.5067,0.1155,0.063,0.075,-0.606135804,-0.431782416,-0.013443781,-0.081506574,0.0,0.00142,0.73788,806,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-1
JNJ,ADX71149 (mGlu2 PAM) - (JNJ-40411813),EpilepsyÂ ,Phase 2,4/29/2024,"Phase 2 trial did not meet its primary endpoint, noted April 29, 2024.",0.0,353804.348,13.1314,146.14,146.82,148.58,0.00464228,0.016558467,-0.013443781,-0.081506574,0.68735,0.12025,948.69035,807,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-1
ATHE,ATH434,Parkinson's DiseaseÂ ,Preclinical,4/29/2024,"Preclinical data presented at the World Orphan Drug Congress USA 2024 Indicated that ATH434 can function as an iron chaperone to redistribute iron, noted April 29, 2024.",15.0,31.47069,180.6609,2.51,2.195,2.01,-0.134100707,-0.222148031,-0.013443781,-0.081506574,0.0,0.0,0.3751,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITRM,ORLYNVAH (Oral Sulopenem),Uncomplicated urinary tract infections (uUTI)Â ,NDA Filing,4/29/2024,"NDA resubmitted to the FDA, noted April 29, 2024.",44.0,25.49452,128.5134,1.67,1.54,1.59,-0.08104121,-0.04908961,-0.013443781,-0.081506574,7.23115,0.07299,0.78766,809,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SLS,Galinpepimut-S - (REGAL),Acute Myeloid Leukemia (AML)Â ,Phase 3,4/29/2024,"IDMC recommended the continuation of the trial, noted April 29, 2024.",105.0,69.88346,118.6534,1.46,1.21,1.29,-0.187816076,-0.123794217,-0.013443781,-0.081506574,9.8107,0.01803,4.03264,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
